file,model,I,alpha,rates,alisim_model
ENSDARG00000062262.9,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000078223.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000078257.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000003054.10,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000057479.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000103540.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000102900.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000075562.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000052919.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000036458.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000016095.9,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000016095.9,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000062009.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000010317.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000079522.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000043341.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000076546.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000079907.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000055186.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105281.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000037292.8,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000041173.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000060542.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000056926.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000038541.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000030867.8,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000007842.10,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000037033.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000074016.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000036460.8,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000059236.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000060884.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000004447.9,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000045677.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000001912.11,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000040643.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000038363.8,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000033296.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000062934.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000104231.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000022098.11,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000077026.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000099958.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000070341.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000069945.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000009020.9,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000068701.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000069944.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000087254.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000094030.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000070344.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105705.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105736.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000019660.10,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105681.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000054847.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000095407.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105838.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000091877.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000093273.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000038278.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000055467.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105789.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000044704.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105787.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105791.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105815.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000075112.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000033956.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000105803.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000054124.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000036670.8,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000003900.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000053987.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000007553.9,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000045383.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000005522.11,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000070666.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000095272.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000057098.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000091277.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000104093.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000061846.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000079423.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000079423.6,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000077644.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000054700.4,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000101769.2,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000015515.5,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000042984.8,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000027638.10,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000059348.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000055560.7,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
ENSDARG00000088124.3,LG+F+I+R4,0.0063,,"(0.0505,0.1027) (0.1626,0.3209) (0.2789,0.7026) (0.5016,1.4886)","LG+F+I{0.0063}+R4{0.0505,0.1027,0.1626,0.3209,0.2789,0.7026,0.5016,1.4886}"
