pfam_id,model,I,alpha,rates,alisim_model
PF00027,LG+I+R4,0.0000,,"(0.0277,0.1766) (0.2516,0.5470) (0.3586,0.8942) (0.3621,1.4826)","LG+I{0.0000}+R4{0.0277,0.1766,0.2516,0.5470,0.3586,0.8942,0.3621,1.4826}"
PF00032,LG+F+I+R4,0.0150,,"(0.1137,0.0826) (0.2131,0.3676) (0.3274,0.9294) (0.3309,1.8376)","LG+F+I{0.0150}+R4{0.1137,0.0826,0.2131,0.3676,0.3274,0.9294,0.3309,1.8376}"
PF00033,LG+F+I+G4,0.0039,1.4055,,LG+F+I{0.0039}+G4{1.4055}
PF00034,LG+I+G4,0.0224,2.8247,,LG+I{0.0224}+G4{2.8247}
PF00035,LG+I+G4,0.0000,1.0545,,LG+I{0.0000}+G4{1.0545}
PF00036,LG+I+R4,0.0000,,"(0.0704,0.0198) (0.3714,0.4440) (0.2252,0.8828) (0.3330,1.9065)","LG+I{0.0000}+R4{0.0704,0.0198,0.3714,0.4440,0.2252,0.8828,0.3330,1.9065}"
PF00037,LG+I+G4,0.1250,1.7448,,LG+I{0.1250}+G4{1.7448}
PF00042,LG+F+I+G4,0.0147,4.0245,,LG+F+I{0.0147}+G4{4.0245}
PF00043,LG+I+R3,0.0000,,"(0.0306,0.1502) (0.4029,0.6028) (0.5664,1.3285)","LG+I{0.0000}+R3{0.0306,0.1502,0.4029,0.6028,0.5664,1.3285}"
PF00044,LG+I+R4,0.0049,,"(0.1162,0.0734) (0.2553,0.3938) (0.3066,0.9160) (0.3170,1.9243)","LG+I{0.0049}+R4{0.1162,0.0734,0.2553,0.3938,0.3066,0.9160,0.3170,1.9243}"
PF00046,LG+I+G4,0.0000,0.7391,,LG+I{0.0000}+G4{0.7391}
PF00056,LG+I+G4,0.0247,1.7642,,LG+I{0.0247}+G4{1.7642}
PF00059,LG+I+R4,0.0110,,"(0.0165,0.0364) (0.1110,0.2682) (0.3213,0.6778) (0.5402,1.3917)","LG+I{0.0110}+R4{0.0165,0.0364,0.1110,0.2682,0.3213,0.6778,0.5402,1.3917}"
PF00063,LG+I+G4,0.1005,1.3347,,LG+I{0.1005}+G4{1.3347}
PF00067,LG+F+I+R4,0.0108,,"(0.0332,0.1282) (0.1978,0.4093) (0.3657,0.8472) (0.3925,1.5415)","LG+F+I{0.0108}+R4{0.0332,0.1282,0.1978,0.4093,0.3657,0.8472,0.3925,1.5415}"
PF00069,LG+F+I+R4,0.0221,,"(0.0778,0.1239) (0.3040,0.4581) (0.3899,1.1330) (0.2062,1.9856)","LG+F+I{0.0221}+R4{0.0778,0.1239,0.3040,0.4581,0.3899,1.1330,0.2062,1.9856}"
PF00071,LG+I+G4,0.0499,1.2543,,LG+I{0.0499}+G4{1.2543}
PF00072,LG+I+G4,0.0154,2.0987,,LG+I{0.0154}+G4{2.0987}
PF00076,LG+I+G4,0.0000,2.2912,,LG+I{0.0000}+G4{2.2912}
PF00078,LG+I+R4,0.0104,,"(0.0852,0.1362) (0.2205,0.4473) (0.3551,0.9144) (0.3288,1.7186)","LG+I{0.0104}+R4{0.0852,0.1362,0.2205,0.4473,0.3551,0.9144,0.3288,1.7186}"
PF00079,LG+I+R4,0.0020,,"(0.0792,0.1194) (0.2124,0.3985) (0.2585,0.8746) (0.4479,1.5177)","LG+I{0.0020}+R4{0.0792,0.1194,0.2124,0.3985,0.2585,0.8746,0.4479,1.5177}"
PF00080,LG+I+R4,0.0000,,"(0.0634,0.0644) (0.1476,0.2676) (0.2938,0.6450) (0.4952,1.5487)","LG+I{0.0000}+R4{0.0634,0.0644,0.1476,0.2676,0.2938,0.6450,0.4952,1.5487}"
PF00081,LG+I+G4,0.0648,1.5996,,LG+I{0.0648}+G4{1.5996}
PF00082,LG+F+I+R4,0.0026,,"(0.0500,0.0983) (0.1853,0.3519) (0.3342,0.7451) (0.4278,1.5914)","LG+F+I{0.0026}+R4{0.0500,0.0983,0.1853,0.3519,0.3342,0.7451,0.4278,1.5914}"
PF00085,LG+I+G4,0.0233,1.7895,,LG+I{0.0233}+G4{1.7895}
PF00091,LG+I+R4,0.0062,,"(0.0497,0.0958) (0.2173,0.4197) (0.3994,0.8604) (0.3274,1.7115)","LG+I{0.0062}+R4{0.0497,0.0958,0.2173,0.4197,0.3994,0.8604,0.3274,1.7115}"
PF00092,LG+I+R4,0.0000,,"(0.0325,0.1290) (0.2391,0.4350) (0.3477,0.8919) (0.3808,1.5276)","LG+I{0.0000}+R4{0.0325,0.1290,0.2391,0.4350,0.3477,0.8919,0.3808,1.5276}"
PF00096,LG+I+R3,0.0402,,"(0.1196,0.0005) (0.3117,0.4906) (0.5285,1.6027)","LG+I{0.0402}+R3{0.1196,0.0005,0.3117,0.4906,0.5285,1.6027}"
PF00097,LG+I+R2,0.1462,,"(0.1133,0.2350) (0.7405,1.3145)","LG+I{0.1462}+R2{0.1133,0.2350,0.7405,1.3145}"
PF00098,LG+I+G4,0.2222,1.1232,,LG+I{0.2222}+G4{1.1232}
PF00101,LG+I+G4,0.0110,1.6842,,LG+I{0.0110}+G4{1.6842}
PF00102,LG+F+I+R4,0.0054,,"(0.1125,0.1131) (0.2234,0.3942) (0.2902,0.8900) (0.3686,1.7390)","LG+F+I{0.0054}+R4{0.1125,0.1131,0.2234,0.3942,0.2902,0.8900,0.3686,1.7390}"
PF00106,LG+I+R4,0.0087,,"(0.1202,0.1493) (0.2603,0.4964) (0.3715,1.0041) (0.2394,2.0045)","LG+I{0.0087}+R4{0.1202,0.1493,0.2603,0.4964,0.3715,1.0041,0.2394,2.0045}"
PF00107,LG+I+R4,0.0000,,"(0.0936,0.2029) (0.1929,0.4609) (0.3346,0.8825) (0.3789,1.5751)","LG+I{0.0000}+R4{0.0936,0.2029,0.1929,0.4609,0.3346,0.8825,0.3789,1.5751}"
PF00108,LG+I+G4,0.0123,1.5123,,LG+I{0.0123}+G4{1.5123}
PF00109,LG+I+G4,0.0000,1.6651,,LG+I{0.0000}+G4{1.6651}
PF00111,LG+I+R4,0.0202,,"(0.0754,0.3042) (0.2128,0.5427) (0.3786,0.9640) (0.3129,1.5868)","LG+I{0.0202}+R4{0.0754,0.3042,0.2128,0.5427,0.3786,0.9640,0.3129,1.5868}"
PF00112,LG+I+R4,0.0090,,"(0.1087,0.0831) (0.2435,0.3754) (0.2349,0.8142) (0.4038,1.7540)","LG+I{0.0090}+R4{0.1087,0.0831,0.2435,0.3754,0.2349,0.8142,0.4038,1.7540}"
PF00113,LG+I+G4,0.1450,1.3554,,LG+I{0.1450}+G4{1.3554}
PF00116,LG+I+G4,0.0574,1.1249,,LG+I{0.0574}+G4{1.1249}
PF00117,LG+I+R4,0.0071,,"(0.0706,0.0858) (0.2016,0.3935) (0.3929,0.8798) (0.3278,1.7358)","LG+I{0.0071}+R4{0.0706,0.0858,0.2016,0.3935,0.3929,0.8798,0.3278,1.7358}"
PF00119,LG+F+I+R4,0.0026,,"(0.0944,0.1442) (0.2427,0.4227) (0.3186,0.8648) (0.3417,1.7804)","LG+F+I{0.0026}+R4{0.0944,0.1442,0.2427,0.4227,0.3186,0.8648,0.3417,1.7804}"
PF00120,LG+I+R4,0.0137,,"(0.0966,0.0804) (0.2853,0.4410) (0.3667,1.0352) (0.2377,2.0479)","LG+I{0.0137}+R4{0.0966,0.0804,0.2853,0.4410,0.3667,1.0352,0.2377,2.0479}"
PF00121,LG+I+R4,0.0295,,"(0.1186,0.0783) (0.1768,0.3645) (0.3259,0.8402) (0.3492,1.8685)","LG+I{0.0295}+R4{0.1186,0.0783,0.1768,0.3645,0.3259,0.8402,0.3492,1.8685}"
PF00125,LG+I+G4,0.0000,2.1496,,LG+I{0.0000}+G4{2.1496}
PF00127,LG+F+I+G4,0.0767,4.3019,,LG+F+I{0.0767}+G4{4.3019}
PF00128,LG+I+G4,0.0412,2.0307,,LG+I{0.0412}+G4{2.0307}
PF00130,LG+I+R3,0.0000,,"(0.1031,0.0068) (0.2080,0.4404) (0.6890,1.3174)","LG+I{0.0000}+R3{0.1031,0.0068,0.2080,0.4404,0.6890,1.3174}"
PF00133,LG+I+G4,0.0329,2.0208,,LG+I{0.0329}+G4{2.0208}
PF00134,LG+I+G4,0.0000,1.5415,,LG+I{0.0000}+G4{1.5415}
PF00137,LG+F+I+G4,0.0000,3.1386,,LG+F+I{0.0000}+G4{3.1386}
PF00139,JTT+R4,,,"(0.0905,0.1002) (0.1530,0.3833) (0.3587,0.7899) (0.3977,1.6315)","JTT+R4{0.0905,0.1002,0.1530,0.3833,0.3587,0.7899,0.3977,1.6315}"
PF00141,LG+I+R4,0.0020,,"(0.0826,0.1148) (0.2087,0.3812) (0.2554,0.8209) (0.4512,1.5543)","LG+I{0.0020}+R4{0.0826,0.1148,0.2087,0.3812,0.2554,0.8209,0.4512,1.5543}"
PF00144,LG+F+I+R4,0.0000,,"(0.0514,0.1569) (0.2123,0.4421) (0.3071,0.8580) (0.4293,1.4784)","LG+F+I{0.0000}+R4{0.0514,0.1569,0.2123,0.4421,0.3071,0.8580,0.4293,1.4784}"
PF00145,LG+I+R4,0.0124,,"(0.0422,0.0820) (0.1886,0.2926) (0.3566,0.7586) (0.4002,1.6761)","LG+I{0.0124}+R4{0.0422,0.0820,0.1886,0.2926,0.3566,0.7586,0.4002,1.6761}"
PF00149,LG+I+R4,0.0000,,"(0.0251,0.0431) (0.1018,0.3626) (0.3383,0.7824) (0.5348,1.3040)","LG+I{0.0000}+R4{0.0251,0.0431,0.1018,0.3626,0.3383,0.7824,0.5348,1.3040}"
PF00150,LG+F+I+R4,0.0090,,"(0.0293,0.1110) (0.2121,0.4542) (0.2951,0.8248) (0.4545,1.4455)","LG+F+I{0.0090}+R4{0.0293,0.1110,0.2121,0.4542,0.2951,0.8248,0.4545,1.4455}"
PF00152,LG+I+R4,0.0094,,"(0.1115,0.0791) (0.2029,0.2971) (0.2823,0.7505) (0.3940,1.8252)","LG+I{0.0094}+R4{0.1115,0.0791,0.2029,0.2971,0.2823,0.7505,0.3940,1.8252}"
PF00155,LG+I+R4,0.0000,,"(0.0375,0.1046) (0.2550,0.4536) (0.4222,0.8718) (0.2854,1.7955)","LG+I{0.0000}+R4{0.0375,0.1046,0.2550,0.4536,0.4222,0.8718,0.2854,1.7955}"
PF00156,LG+I+G4,0.0000,1.9745,,LG+I{0.0000}+G4{1.9745}
PF00160,LG+I+R4,0.0000,,"(0.0953,0.1349) (0.1758,0.3617) (0.3689,0.8293) (0.3599,1.7158)","LG+I{0.0000}+R4{0.0953,0.1349,0.1758,0.3617,0.3689,0.8293,0.3599,1.7158}"
PF00161,JTT+R3,,,"(0.0589,0.1018) (0.3500,0.5017) (0.5911,1.3846)","JTT+R3{0.0589,0.1018,0.3500,0.5017,0.5911,1.3846}"
PF00162,LG+I+R4,0.0093,,"(0.0953,0.0675) (0.1742,0.3098) (0.2628,0.6989) (0.4584,1.6489)","LG+I{0.0093}+R4{0.0953,0.0675,0.1742,0.3098,0.2628,0.6989,0.4584,1.6489}"
PF00164,LG+I+G4,0.0551,2.6007,,LG+I{0.0551}+G4{2.6007}
PF00166,LG+I+G4,0.0000,2.1665,,LG+I{0.0000}+G4{2.1665}
PF00168,LG+F+I+R4,0.0000,,"(0.0845,0.2391) (0.1653,0.4907) (0.3731,0.9079) (0.3771,1.4849)","LG+F+I{0.0000}+R4{0.0845,0.2391,0.1653,0.4907,0.3731,0.9079,0.3771,1.4849}"
PF00169,LG+I+R4,0.0000,,"(0.0420,0.2244) (0.0945,0.4166) (0.2785,0.7481) (0.5850,1.2699)","LG+I{0.0000}+R4{0.0420,0.2244,0.0945,0.4166,0.2785,0.7481,0.5850,1.2699}"
PF00173,LG+I+G4,0.0000,1.7356,,LG+I{0.0000}+G4{1.7356}
PF00174,LG+I+R4,0.0000,,"(0.1058,0.1388) (0.2838,0.4345) (0.3294,0.9886) (0.2809,1.9090)","LG+I{0.0000}+R4{0.1058,0.1388,0.2838,0.4345,0.3294,0.9886,0.2809,1.9090}"
PF00175,LG+I+G4,0.0135,1.8259,,LG+I{0.0135}+G4{1.8259}
PF00176,LG+I+G4,0.0032,1.2438,,LG+I{0.0032}+G4{1.2438}
PF00177,LG+I+G4,0.0040,1.3866,,LG+I{0.0040}+G4{1.3866}
PF00179,LG+I+R4,0.0047,,"(0.2746,0.2650) (0.2141,0.6590) (0.3935,1.3489) (0.1131,2.2580)","LG+I{0.0047}+R4{0.2746,0.2650,0.2141,0.6590,0.3935,1.3489,0.1131,2.2580}"
PF00180,LG+I+G4,0.0251,1.1910,,LG+I{0.0251}+G4{1.1910}
PF00181,LG+I+G4,0.0098,1.1696,,LG+I{0.0098}+G4{1.1696}
PF00182,JTT+G4,,0.8566,,JTT+G4{0.8566}
PF00185,LG+I+G4,0.0000,1.3614,,LG+I{0.0000}+G4{1.3614}
PF00186,LG+I+R4,0.0000,,"(0.1037,0.0397) (0.2296,0.3733) (0.3377,0.8724) (0.3291,1.8707)","LG+I{0.0000}+R4{0.1037,0.0397,0.2296,0.3733,0.3377,0.8724,0.3291,1.8707}"
PF00187,LG+I+R4,0.0361,,"(0.1392,0.0425) (0.0987,0.3629) (0.4291,0.8679) (0.2969,1.9730)","LG+I{0.0361}+R4{0.1392,0.0425,0.0987,0.3629,0.4291,0.8679,0.2969,1.9730}"
PF00188,LG+F+I+R4,0.0000,,"(0.0215,0.0551) (0.1483,0.3111) (0.3110,0.7357) (0.5192,1.3942)","LG+F+I{0.0000}+R4{0.0215,0.0551,0.1483,0.3111,0.3110,0.7357,0.5192,1.3942}"
PF00189,LG+I+G4,0.0366,1.4724,,LG+I{0.0366}+G4{1.4724}
PF00190,LG+I+G4,0.0056,4.0874,,LG+I{0.0056}+G4{4.0874}
PF00191,LG+I+G4,0.0000,1.9241,,LG+I{0.0000}+G4{1.9241}
PF00194,LG+I+R4,0.0070,,"(0.0873,0.0706) (0.1990,0.3757) (0.2718,0.8795) (0.4350,1.5632)","LG+I{0.0070}+R4{0.0873,0.0706,0.1990,0.3757,0.2718,0.8795,0.4350,1.5632}"
PF00195,LG+I+G4,0.0900,1.6446,,LG+I{0.0900}+G4{1.6446}
PF00197,JTT+I+R4,0.0187,,"(0.0703,0.1137) (0.1502,0.3686) (0.3579,0.8235) (0.4028,1.5934)","JTT+I{0.0187}+R4{0.0703,0.1137,0.1502,0.3686,0.3579,0.8235,0.4028,1.5934}"
PF00198,LG+I+R4,0.0027,,"(0.0530,0.0811) (0.2686,0.3743) (0.3891,0.8829) (0.2867,1.9242)","LG+I{0.0027}+R4{0.0530,0.0811,0.2686,0.3743,0.3891,0.8829,0.2867,1.9242}"
PF00199,LG+I+R4,0.0185,,"(0.1989,0.1364) (0.2898,0.5481) (0.3048,1.1968) (0.1881,2.3887)","LG+I{0.0185}+R4{0.1989,0.1364,0.2898,0.5481,0.3048,1.1968,0.1881,2.3887}"
PF00202,LG+I+G4,0.0253,2.2104,,LG+I{0.0253}+G4{2.2104}
PF00203,LG+I+G4,0.0000,1.1515,,LG+I{0.0000}+G4{1.1515}
PF00204,LG+I+R4,0.0137,,"(0.0793,0.1537) (0.3203,0.5394) (0.3866,1.1009) (0.2001,1.9467)","LG+I{0.0137}+R4{0.0793,0.1537,0.3203,0.5394,0.3866,1.1009,0.2001,1.9467}"
PF00205,LG+I+R4,0.0000,,"(0.0910,0.2696) (0.3527,0.5958) (0.3192,1.0152) (0.2370,1.8616)","LG+I{0.0000}+R4{0.0910,0.2696,0.3527,0.5958,0.3192,1.0152,0.2370,1.8616}"
PF00206,LG+I+G4,0.0269,1.8161,,LG+I{0.0269}+G4{1.8161}
PF00208,LG+I+R4,0.0172,,"(0.1111,0.0875) (0.1980,0.3289) (0.3108,0.7800) (0.3629,1.8811)","LG+I{0.0172}+R4{0.1111,0.0875,0.1980,0.3289,0.3108,0.7800,0.3629,1.8811}"
PF00210,LG+I+R4,0.0000,,"(0.1179,0.3158) (0.3376,0.6082) (0.3007,1.0510) (0.2437,1.8109)","LG+I{0.0000}+R4{0.1179,0.3158,0.3376,0.6082,0.3007,1.0510,0.2437,1.8109}"
PF00215,LG+I+R4,0.0087,,"(0.0962,0.1602) (0.2654,0.4581) (0.2947,0.9182) (0.3351,1.7679)","LG+I{0.0087}+R4{0.0962,0.1602,0.2654,0.4581,0.2947,0.9182,0.3351,1.7679}"
PF00218,LG+I+G4,0.0615,1.5251,,LG+I{0.0615}+G4{1.5251}
PF00224,LG+I+G4,0.0849,0.9703,,LG+I{0.0849}+G4{0.9703}
PF00225,LG+F+I+R4,0.0133,,"(0.0940,0.0440) (0.1645,0.2323) (0.2413,0.5936) (0.4869,1.6728)","LG+F+I{0.0133}+R4{0.0940,0.0440,0.1645,0.2323,0.2413,0.5936,0.4869,1.6728}"
PF00226,LG+I+R4,0.0088,,"(0.1094,0.0672) (0.2549,0.4400) (0.2907,0.8893) (0.3363,1.8496)","LG+I{0.0088}+R4{0.1094,0.0672,0.2549,0.4400,0.2907,0.8893,0.3363,1.8496}"
PF00227,LG+I+R4,0.0000,,"(0.0363,0.1433) (0.3276,0.5747) (0.3546,1.0141) (0.2816,1.5872)","LG+I{0.0000}+R4{0.0363,0.1433,0.3276,0.5747,0.3546,1.0141,0.2816,1.5872}"
PF00228,LG+I+G4,0.1048,1.1197,,LG+I{0.1048}+G4{1.1197}
PF00231,LG+I+R4,0.0017,,"(0.0575,0.0508) (0.1199,0.2324) (0.2681,0.5982) (0.5528,1.4632)","LG+I{0.0017}+R4{0.0575,0.0508,0.1199,0.2324,0.2681,0.5982,0.5528,1.4632}"
PF00232,LG+I+G4,0.0411,1.5432,,LG+I{0.0411}+G4{1.5432}
PF00234,JTT+R4,,,"(0.0369,0.0270) (0.1674,0.3650) (0.6387,0.7617) (0.1570,2.8748)","JTT+R4{0.0369,0.0270,0.1674,0.3650,0.6387,0.7617,0.1570,2.8748}"
PF00235,LG+F+I+R4,0.0000,,"(0.1189,0.2721) (0.2716,0.6288) (0.3345,0.9883) (0.2750,1.6955)","LG+F+I{0.0000}+R4{0.1189,0.2721,0.2716,0.6288,0.3345,0.9883,0.2750,1.6955}"
PF00237,LG+I+G4,0.0000,1.6585,,LG+I{0.0000}+G4{1.6585}
PF00238,LG+I+R4,0.0188,,"(0.1616,0.1591) (0.2660,0.4679) (0.2814,1.0493) (0.2721,2.0378)","LG+I{0.0188}+R4{0.1616,0.1591,0.2660,0.4679,0.2814,1.0493,0.2721,2.0378}"
PF00240,LG+I+G4,0.0000,2.8529,,LG+I{0.0000}+G4{2.8529}
PF00241,LG+F+I+R4,0.0000,,"(0.1282,0.3630) (0.2524,0.6490) (0.2750,1.0363) (0.3444,1.4653)","LG+F+I{0.0000}+R4{0.1282,0.3630,0.2524,0.6490,0.2750,1.0363,0.3444,1.4653}"
PF00246,LG+I+R4,0.0039,,"(0.0612,0.1323) (0.3085,0.4704) (0.3536,0.9336) (0.2729,1.8937)","LG+I{0.0039}+R4{0.0612,0.1323,0.3085,0.4704,0.3536,0.9336,0.2729,1.8937}"
PF00248,LG+I+R4,0.0006,,"(0.0307,0.0839) (0.2483,0.3775) (0.4727,0.9205) (0.2477,1.8917)","LG+I{0.0006}+R4{0.0307,0.0839,0.2483,0.3775,0.4727,0.9205,0.2477,1.8917}"
PF00249,LG+I+G4,0.0000,1.2718,,LG+I{0.0000}+G4{1.2718}
PF00252,LG+I+R4,0.0058,,"(0.1434,0.1655) (0.2356,0.5463) (0.3648,1.0248) (0.2504,1.8920)","LG+I{0.0058}+R4{0.1434,0.1655,0.2356,0.5463,0.3648,1.0248,0.2504,1.8920}"
PF00254,LG+I+G4,0.0000,2.0451,,LG+I{0.0000}+G4{2.0451}
PF00258,LG+I+R4,0.0000,,"(0.0384,0.1263) (0.1854,0.3843) (0.3567,0.8510) (0.4195,1.4788)","LG+I{0.0000}+R4{0.0384,0.1263,0.1854,0.3843,0.3567,0.8510,0.4195,1.4788}"
PF00264,LG+F+I+R4,0.0088,,"(0.0496,0.0578) (0.1663,0.3530) (0.3305,0.7679) (0.4449,1.5390)","LG+F+I{0.0088}+R4{0.0496,0.0578,0.1663,0.3530,0.3305,0.7679,0.4449,1.5390}"
PF00266,LG+I+G4,0.0123,1.5996,,LG+I{0.0123}+G4{1.5996}
PF00268,LG+I+R4,0.0058,,"(0.2573,0.2556) (0.3470,0.6115) (0.2047,1.3230) (0.1852,2.4367)","LG+I{0.0058}+R4{0.2573,0.2556,0.3470,0.6115,0.2047,1.3230,0.1852,2.4367}"
PF00270,LG+I+R4,0.0061,,"(0.0535,0.0482) (0.1219,0.3052) (0.3089,0.6667) (0.5096,1.4801)","LG+I{0.0061}+R4{0.0535,0.0482,0.1219,0.3052,0.3089,0.6667,0.5096,1.4801}"
PF00271,LG+I+G4,0.0000,1.4044,,LG+I{0.0000}+G4{1.4044}
PF00274,LG+I+G4,0.0686,0.9998,,LG+I{0.0686}+G4{0.9998}
PF00278,LG+I+R4,0.0035,,"(0.1237,0.1157) (0.3059,0.4251) (0.1948,0.9431) (0.3722,1.8055)","LG+I{0.0035}+R4{0.1237,0.1157,0.3059,0.4251,0.1948,0.9431,0.3722,1.8055}"
PF00280,JTT+R4,,,"(0.1108,0.0477) (0.2387,0.4482) (0.3830,0.9667) (0.2675,1.9348)","JTT+R4{0.1108,0.0477,0.2387,0.4482,0.3830,0.9667,0.2675,1.9348}"
PF00281,LG+I+G4,0.0000,1.3412,,LG+I{0.0000}+G4{1.3412}
PF00282,LG+I+G4,0.0111,2.2232,,LG+I{0.0111}+G4{2.2232}
PF00285,LG+I+R4,0.0000,,"(0.1263,0.1312) (0.2373,0.4287) (0.2883,0.8641) (0.3481,1.8171)","LG+I{0.0000}+R4{0.1263,0.1312,0.2373,0.4287,0.2883,0.8641,0.3481,1.8171}"
PF00288,LG+I+R4,0.0000,,"(0.0780,0.0913) (0.2698,0.3933) (0.2931,0.8718) (0.3592,1.7577)","LG+I{0.0000}+R4{0.0780,0.0913,0.2698,0.3933,0.2931,0.8718,0.3592,1.7577}"
PF00289,LG+I+G4,0.0106,1.1389,,LG+I{0.0106}+G4{1.1389}
PF00290,LG+I+G4,0.0204,1.5900,,LG+I{0.0204}+G4{1.5900}
PF00293,LG+F+I+R4,0.0000,,"(0.0269,0.0573) (0.1127,0.3063) (0.3787,0.7600) (0.4818,1.4034)","LG+F+I{0.0000}+R4{0.0269,0.0573,0.1127,0.3063,0.3787,0.7600,0.4818,1.4034}"
PF00294,LG+I+R4,0.0053,,"(0.0513,0.1442) (0.2099,0.4174) (0.3967,0.9064) (0.3368,1.6192)","LG+I{0.0053}+R4{0.0513,0.1442,0.2099,0.4174,0.3967,0.9064,0.3368,1.6192}"
PF00298,LG+I+R4,0.0079,,"(0.1228,0.2305) (0.2019,0.5279) (0.2496,0.9032) (0.4178,1.5313)","LG+I{0.0079}+R4{0.1228,0.2305,0.2019,0.5279,0.2496,0.9032,0.4178,1.5313}"
PF00300,LG+F+I+R4,0.0000,,"(0.0888,0.0708) (0.1608,0.3452) (0.3038,0.7876) (0.4466,1.5651)","LG+F+I{0.0000}+R4{0.0888,0.0708,0.1608,0.3452,0.3038,0.7876,0.4466,1.5651}"
PF00301,LG+I+G4,0.2014,2.4352,,LG+I{0.2014}+G4{2.4352}
PF00303,LG+I+R4,0.0145,,"(0.1561,0.0818) (0.2640,0.3954) (0.2335,0.9660) (0.3320,1.9801)","LG+I{0.0145}+R4{0.1561,0.0818,0.2640,0.3954,0.2335,0.9660,0.3320,1.9801}"
PF00304,LG+I+G4,0.1726,3.6128,,LG+I{0.1726}+G4{3.6128}
PF00305,LG+I+R4,0.0379,,"(0.1773,0.0945) (0.2592,0.4750) (0.2788,1.1264) (0.2469,2.2121)","LG+I{0.0379}+R4{0.1773,0.0945,0.2592,0.4750,0.2788,1.1264,0.2469,2.2121}"
PF00306,LG+I+G4,0.0236,1.2634,,LG+I{0.0236}+G4{1.2634}
PF00307,LG+I+G4,0.0000,2.6112,,LG+I{0.0000}+G4{2.6112}
PF00310,LG+I+G4,0.0978,0.9927,,LG+I{0.0978}+G4{0.9927}
PF00312,LG+I+R4,0.0000,,"(0.2035,0.1546) (0.3332,0.5427) (0.3150,1.3617) (0.1482,2.4202)","LG+I{0.0000}+R4{0.2035,0.1546,0.3332,0.5427,0.3150,1.3617,0.1482,2.4202}"
PF00313,LG+I+G4,0.0398,1.0858,,LG+I{0.0398}+G4{1.0858}
PF00314,LG+I+R4,0.0156,,"(0.1029,0.0982) (0.2226,0.3996) (0.2910,0.9470) (0.3680,1.6995)","LG+I{0.0156}+R4{0.1029,0.0982,0.2226,0.3996,0.2910,0.9470,0.3680,1.6995}"
PF00316,LG+I+G4,0.1051,2.2745,,LG+I{0.1051}+G4{2.2745}
PF00317,LG+I+R4,0.0000,,"(0.1316,0.1715) (0.2283,0.4023) (0.3054,0.8857) (0.3347,1.8379)","LG+I{0.0000}+R4{0.1316,0.1715,0.2283,0.4023,0.3054,0.8857,0.3347,1.8379}"
PF00319,LG+I+G4,0.0000,1.9737,,LG+I{0.0000}+G4{1.9737}
PF00320,LG+I+G4,0.1013,1.3636,,LG+I{0.1013}+G4{1.3636}
PF00321,JTT+G4,,1.0452,,JTT+G4{1.0452}
PF00324,LG+F+I+G4,0.0000,3.1480,,LG+F+I{0.0000}+G4{3.1480}
PF00326,LG+F+I+R4,0.0111,,"(0.0977,0.2318) (0.4634,0.6663) (0.3208,1.1526) (0.1070,2.7938)","LG+F+I{0.0111}+R4{0.0977,0.2318,0.4634,0.6663,0.3208,1.1526,0.1070,2.7938}"
PF00327,LG+I+R4,0.0000,,"(0.1941,0.3205) (0.3314,0.6890) (0.3606,1.2749) (0.1139,2.1923)","LG+I{0.0000}+R4{0.1941,0.3205,0.3314,0.6890,0.3606,1.2749,0.1139,2.1923}"
