alignment	total_gaps	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	bin_9	bin_10	bin_11	bin_12	bin_13	bin_14	bin_15	bin_16	bin_17	bin_18	bin_19	bin_20	bin_21	bin_22	bin_23	bin_24	bin_25	bin_26	bin_27	bin_28	bin_29	bin_30	bin_31	bin_32	bin_33	bin_34	bin_35	bin_36	bin_37	bin_38	bin_39	bin_40	bin_41	bin_42	bin_43	bin_44	bin_45	bin_46	bin_47	bin_48	bin_49	bin_50	bin_51	bin_52	bin_53	bin_54	bin_55	bin_56	bin_57	bin_58	bin_59	bin_60	bin_61	bin_62	bin_63	bin_64	bin_65	bin_66	bin_67	bin_68	bin_69	bin_70	bin_71	bin_72	bin_73	bin_74	bin_75	bin_76	bin_77	bin_78	bin_79	bin_80	bin_81	bin_82	bin_83	bin_84	bin_85	bin_86	bin_87	bin_88	bin_89	bin_90	bin_91	bin_92	bin_93	bin_94	bin_95	bin_96	bin_97	bin_98	bin_99	bin_100
OG0004884	23160	0.01908463	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01934370	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01934370	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01796200	0.01934370	0.01796200	0.01744387	0.01683938	0.01683938	0.01683938	0.01683938	0.01683938	0.01692573	0.01040587	0.01420553	0.01588946	0.00936960	0.00483592	0.00289292	0.00289292	0.00587219	0.01709845	0.01934370	0.01683938	0.00686528	0.01027634	0.01381693	0.01502591	0.01083765	0.00470639	0.00561313	0.00565630	0.01606218	0.00647668	0.01036269	0.01316926	0.00483592	0.00591537	0.01796200	0.01018998	0.00125216	0.00112263	0.01221934	0.00107945	0.00056131	0.00721071	0.01260794	0.00056131	0.00056131	0.00060449	0.00056131	0.00164076	0.00224525	0.00112263	0.00073402	0.00038860	0.00189983	0.00202936	0.00591537	0.00056131	0.00185665	0.00056131	0.00056131	0.00056131	0.00194301	0.00056131	0.00056131	0.00064767	0.00056131	0.00056131	0.00056131	0.00056131	0.00056131	0.00056131	0.00056131	0.00129534	0.01049223
OG0015128	817	0.05752754	0.02937576	0.02937576	0.02937576	0.02937576	0.02937576	0.02937576	0.02937576	0.02692778	0.00979192	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03427173	0.00856793	0.00000000	0.00000000	0.00000000	0.00000000	0.00979192	0.01958384	0.00979192	0.00979192	0.00979192	0.00000000	0.00000000	0.00000000	0.00367197	0.00000000	0.00489596	0.00122399	0.00122399	0.01958384	0.00489596	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01958384	0.01958384	0.00734394	0.05385557	0.00000000	0.00000000	0.00979192	0.00000000	0.01223990	0.00000000	0.00122399	0.00244798	0.00367197	0.00000000	0.00000000	0.00122399	0.00000000	0.00367197	0.00367197	0.00000000	0.00979192	0.00979192	0.00367197	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00856793	0.07833537	0.07833537	0.07833537	0.07833537	0.06976744	0.00979192	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
OG0015204	1639	0.03782794	0.02928615	0.02806589	0.03233679	0.02867602	0.02135448	0.02013423	0.01098231	0.00549115	0.01220256	0.00000000	0.00122026	0.00549115	0.00305064	0.01830384	0.01891397	0.00061013	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00671141	0.00549115	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00671141	0.00061013	0.02684564	0.02013423	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00854179	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02684564	0.03355705	0.02013423	0.01037218	0.00122026	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00305064	0.02074436	0.02379500	0.02989628	0.02562538	0.02745577	0.02745577	0.02623551	0.01464308	0.01220256	0.02013423	0.02196461	0.01708359	0.03172666	0.03172666	0.02257474	0.02928615	0.02928615	0.02806589	0.02745577	0.02806589	0.02806589	0.03233679
OG0004902	15866	0.02571537	0.02577839	0.02659776	0.01764780	0.01229043	0.00888693	0.01077776	0.00327745	0.01298374	0.00592462	0.00201689	0.00447498	0.00888693	0.00100845	0.00453801	0.00882390	0.00831968	0.00340350	0.00529434	0.00170175	0.00189084	0.02464389	0.00252111	0.00176478	0.00189084	0.00542040	0.00182781	0.00352956	0.00000000	0.01071474	0.00529434	0.01569394	0.00006303	0.00000000	0.01058868	0.00352956	0.00850876	0.00352956	0.00000000	0.00352956	0.00352956	0.00415984	0.00132359	0.00346653	0.00542040	0.02124039	0.00901298	0.00050422	0.00006303	0.01084079	0.00006303	0.00176478	0.00006303	0.00176478	0.00138661	0.00352956	0.00907601	0.00012606	0.00000000	0.00000000	0.00510526	0.00000000	0.00037817	0.00176478	0.00000000	0.00699609	0.01134501	0.02823648	0.02823648	0.02823648	0.02823648	0.00737426	0.01229043	0.02792134	0.02817345	0.02741712	0.02558931	0.00289928	0.02395059	0.02766923	0.02754317	0.02722803	0.02722803	0.02779529	0.02766923	0.02956007	0.02710198	0.02817345	0.01966469	0.00516828	0.00352956	0.00252111	0.00000000	0.00012606	0.00012606	0.00000000	0.00000000	0.00283625	0.01361402	0.02766923
OG0005163	41785	0.01770970	0.02039009	0.02039009	0.02022257	0.01983966	0.01866699	0.01938495	0.01993538	0.01893024	0.01952854	0.01811655	0.01787723	0.01893024	0.01373699	0.02146703	0.01684815	0.01488572	0.01955247	0.01962427	0.01672849	0.01474213	0.00435563	0.00787364	0.01021898	0.02031830	0.01419170	0.00169917	0.01266005	0.00842408	0.00717961	0.00382913	0.00222568	0.00280005	0.01883451	0.01895417	0.02084480	0.01948067	0.00464281	0.00368553	0.00047864	0.00043078	0.00217782	0.01218140	0.00875912	0.00469068	0.01555582	0.00394879	0.01531650	0.00739500	0.00303937	0.00313510	0.00210602	0.00057437	0.00150772	0.00552830	0.00067010	0.00710781	0.00416417	0.00071796	0.00047864	0.00035898	0.00543257	0.00057437	0.00212995	0.01036257	0.01048223	0.02039009	0.02039009	0.02039009	0.02039009	0.00749073	0.00411631	0.00739500	0.00153165	0.00212995	0.00344621	0.00102908	0.00086155	0.00047864	0.00057437	0.01859519	0.01703961	0.00057437	0.00229748	0.00715568	0.02046189	0.00227354	0.00134019	0.00708388	0.00220175	0.00713175	0.00397272	0.00935742	0.01088908	0.00335048	0.02012684	0.00323082	0.01249252	0.02039009	0.02039009
OG0009625	956	0.02405858	0.05020921	0.05230126	0.02301255	0.01778243	0.02092050	0.01882845	0.01150628	0.01150628	0.00209205	0.00000000	0.02196653	0.01046025	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04184100	0.02092050	0.00000000	0.00000000	0.00000000	0.00000000	0.01150628	0.03347280	0.00732218	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01046025	0.01046025	0.02092050	0.01046025	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00209205	0.03974895	0.04916318	0.04811715	0.05230126	0.02301255	0.00104603	0.03138075	0.05230126	0.03870293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02092050	0.00104603	0.00000000	0.04184100	0.01046025	0.00000000	0.00209205	0.00000000	0.03138075	0.00000000	0.00000000	0.00732218	0.00000000	0.00000000	0.03033473	0.01046025	0.02092050	0.03138075	0.00000000	0.00000000	0.00523013	0.00209205	0.00000000	0.00000000	0.01464435
OG0001015	3369	0.02048085	0.01662214	0.01721579	0.01721579	0.01691897	0.01780944	0.01424755	0.00563966	0.00000000	0.00000000	0.00000000	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00712378	0.00356189	0.00059365	0.00029682	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00356189	0.00000000	0.00089047	0.00445236	0.00059365	0.00712378	0.00029682	0.01068566	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.02137133	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.00000000	0.00000000	0.00000000	0.01780944	0.01068566	0.01780944	0.01780944	0.01780944	0.01424755	0.00000000	0.00000000	0.00029682	0.01780944	0.01098249	0.00356189	0.01780944	0.00712378	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.01780944	0.02137133	0.01780944	0.01068566	0.01068566	0.01068566	0.01424755	0.01780944	0.01780944	0.01780944	0.01068566	0.00000000	0.00000000	0.00059365	0.00029682	0.00653013	0.00385871	0.01780944
OG0014181	2692	0.02748886	0.02786033	0.02674591	0.02674591	0.02674591	0.02674591	0.02674591	0.02674591	0.02674591	0.02786033	0.02823180	0.02823180	0.02674591	0.02674591	0.02823180	0.02823180	0.02823180	0.01523031	0.01820208	0.02563150	0.02786033	0.02823180	0.02786033	0.01634473	0.00854383	0.00408618	0.00297177	0.00408618	0.00111441	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00037147	0.00000000	0.00000000	0.00000000	0.00000000	0.00037147	0.00000000	0.00000000	0.00111441	0.00148588	0.00148588	0.00037147	0.00037147	0.00148588	0.00148588	0.01485884	0.02154532	0.00074294	0.00000000	0.00705795	0.00111441	0.00148588	0.02823180	0.02823180	0.02823180	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00148588	0.00817236	0.00148588	0.02154532	0.02823180	0.02823180	0.02303120	0.00594354	0.00148588	0.01337296	0.01634473	0.02228826
OG0011248	1319	0.03563306	0.02501895	0.01440485	0.00833965	0.00682335	0.01971190	0.00682335	0.00000000	0.00151630	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00227445	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00227445	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02729340	0.02501895	0.02729340	0.00454890	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00454890	0.00833965	0.00833965	0.00833965	0.00758150	0.00833965	0.00606520	0.00454890	0.00833965	0.00833965	0.00833965	0.01061410	0.00833965	0.01061410	0.00682335	0.00833965	0.02956785	0.00985595	0.01743745	0.00833965	0.00833965	0.00833965	0.02426080	0.02577710	0.02956785	0.02047005	0.03714936	0.02122820	0.02805155	0.02350265	0.02577710	0.02577710	0.02956785	0.02501895	0.00833965	0.00909780	0.00833965	0.01440485	0.03714936	0.02047005	0.00833965	0.00303260	0.02122820	0.01667930	0.01667930	0.01667930	0.01667930	0.01819560	0.01667930	0.02047005	0.01667930
OG0012332	719	0.00556328	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.02225313	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.01529903	0.00556328	0.01251739	0.00973574	0.03059805	0.01668985	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.02364395	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00695410	0.00000000	0.00139082	0.00000000	0.04172462	0.00834492	0.00139082	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00834492	0.00417246	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00973574	0.00556328	0.00973574	0.00695410	0.00278164	0.00973574	0.01112656	0.00973574	0.00973574	0.00973574
OG0009858	666	0.00000000	0.00000000	0.00000000	0.00150150	0.02102102	0.00150150	0.00750751	0.00000000	0.00150150	0.00750751	0.00750751	0.01651652	0.04054054	0.01201201	0.00000000	0.02102102	0.04954955	0.03303303	0.05705706	0.00750751	0.01201201	0.00000000	0.02402402	0.04654655	0.00000000	0.01501502	0.01201201	0.01201201	0.01351351	0.00450450	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01351351	0.01201201	0.00000000	0.00000000	0.00600601	0.02402402	0.00150150	0.00000000	0.00000000	0.00000000	0.00900901	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00300300	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00600601	0.00750751	0.00750751	0.00600601	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00600601	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00750751	0.00600601	0.00750751	0.00750751	0.00750751	0.00900901	0.00750751	0.00750751	0.00750751	0.00750751	0.06756757	0.06756757	0.06756757	0.03003003
