file,model,I,alpha,rates,alisim_model
YHL014C,LG+I+G4,0.1054,0.9968,,LG+I{0.1054}+G4{0.9968}
YDL102W,LG+I+G4,0.0302,1.3602,,LG+I{0.0302}+G4{1.3602}
YDL154W,LG+F+I+G4,0.0029,1.3165,,LG+F+I{0.0029}+G4{1.3165}
YPL064C,LG+I+G4,0.0000,1.2091,,LG+I{0.0000}+G4{1.2091}
YER179W,LG+I+G4,0.1662,1.1943,,LG+I{0.1662}+G4{1.1943}
YCR045C,LG+I+G4,0.0347,0.9099,,LG+I{0.0347}+G4{0.9099}
YDR004W,LG+I+G4,0.0315,1.0353,,LG+I{0.0315}+G4{1.0353}
YKL015W,LG+I+G4,0.0000,0.7441,,LG+I{0.0000}+G4{0.7441}
YCR068W,LG+I+G4,0.0000,1.4116,,LG+I{0.0000}+G4{1.4116}
YOL090W,LG+I+G4,0.0000,1.3514,,LG+I{0.0000}+G4{1.3514}
YDR129C,LG+I+R4,0.0000,,"(0.6329,0.1797) (0.2238,1.0554) (0.1114,2.8399) (0.0319,10.4754)","LG+I{0.0000}+R4{0.6329,0.1797,0.2238,1.0554,0.1114,2.8399,0.0319,10.4754}"
YOR117W,LG+I+G4,0.1424,0.6329,,LG+I{0.1424}+G4{0.6329}
YCR005C,LG+I+G4,0.3485,0.8756,,LG+I{0.3485}+G4{0.8756}
YLR181C,LG+I+G4,0.0000,0.7005,,LG+I{0.0000}+G4{0.7005}
YKL211C,LG+I+G4,0.1994,0.7235,,LG+I{0.1994}+G4{0.7235}
YKL017C,LG+F+I+G4,0.0164,1.2089,,LG+F+I{0.0164}+G4{1.2089}
YER112W,LG+I+G4,0.1061,1.0554,,LG+I{0.1061}+G4{1.0554}
YOR288C,LG+I+G4,0.0660,0.8343,,LG+I{0.0660}+G4{0.8343}
YML061C,LG+I+G4,0.0000,0.6121,,LG+I{0.0000}+G4{0.6121}
YPL058C,LG+I+G4,0.0032,1.3372,,LG+I{0.0032}+G4{1.3372}
YLR386W,LG+I+G4,0.0093,1.2499,,LG+I{0.0093}+G4{1.2499}
YEL015W,LG+I+G4,0.0000,1.0181,,LG+I{0.0000}+G4{1.0181}
YNL310C,LG+I+G4,0.0000,0.8360,,LG+I{0.0000}+G4{0.8360}
YDL127W,LG+I+G4,0.0000,0.9749,,LG+I{0.0000}+G4{0.9749}
YMR019W,JTT+G4,,0.7226,,JTT+G4{0.7226}
YNR038W,LG+I+G4,0.1204,0.9517,,LG+I{0.1204}+G4{0.9517}
YER054C,LG+F+I+G4,0.0441,1.3998,,LG+F+I{0.0441}+G4{1.3998}
YOL123W,LG+I+G4,0.1127,0.7317,,LG+I{0.1127}+G4{0.7317}
YHL031C,LG+I+G4,0.0212,1.2879,,LG+I{0.0212}+G4{1.2879}
YPR065W,LG+I,0.2916,,,LG+I{0.2916}
YPR003C,LG+I+G4,0.0399,0.9484,,LG+I{0.0399}+G4{0.9484}
YNL037C,LG+I+G4,0.0269,0.5413,,LG+I{0.0269}+G4{0.5413}
YER095W,LG+I+G4,0.1085,0.8356,,LG+I{0.1085}+G4{0.8356}
YLR116W,LG+I+R4,0.0000,,"(0.2671,0.0823) (0.3014,0.5818) (0.3603,1.6962) (0.0712,2.6899)","LG+I{0.0000}+R4{0.2671,0.0823,0.3014,0.5818,0.3603,1.6962,0.0712,2.6899}"
YDR293C,LG+I+G4,0.2231,0.9290,,LG+I{0.2231}+G4{0.9290}
YOR358W,JTT+R4,,,"(0.5417,0.0684) (0.1912,0.4531) (0.1498,1.4769) (0.1173,5.5845)","JTT+R4{0.5417,0.0684,0.1912,0.4531,0.1498,1.4769,0.1173,5.5845}"
YER012W,LG+I+G4,0.0681,0.9800,,LG+I{0.0681}+G4{0.9800}
YNR007C,LG+I+G4,0.1128,0.7202,,LG+I{0.1128}+G4{0.7202}
YPR047W,LG+I+G4,0.1619,0.6331,,LG+I{0.1619}+G4{0.6331}
YJL106W,LG+F+I+G4,0.0805,0.9506,,LG+F+I{0.0805}+G4{0.9506}
YBL005W-B,LG+I+G4,0.0000,2.3840,,LG+I{0.0000}+G4{2.3840}
YNL251C,LG+I+G4,0.0000,0.8749,,LG+I{0.0000}+G4{0.8749}
YGR133W,LG+I+R4,0.0000,,"(0.1128,0.1481) (0.3428,0.5047) (0.3481,1.1354) (0.1963,2.1144)","LG+I{0.0000}+R4{0.1128,0.1481,0.3428,0.5047,0.3481,1.1354,0.1963,2.1144}"
YOR008C,LG+I+G4,0.1522,1.1568,,LG+I{0.1522}+G4{1.1568}
YIL033C,LG+I+G4,0.0000,1.0228,,LG+I{0.0000}+G4{1.0228}
YEL021W,LG+I+G4,0.1299,0.7620,,LG+I{0.1299}+G4{0.7620}
YJR040W,LG+I+G4,0.0399,1.1342,,LG+I{0.0399}+G4{1.1342}
YBR102C,LG+I+G4,0.0000,1.5775,,LG+I{0.0000}+G4{1.5775}
YIR035C,LG+I+G4,0.0059,1.1002,,LG+I{0.0059}+G4{1.1002}
YMR201C,LG+I+G4,0.2300,0.5692,,LG+I{0.2300}+G4{0.5692}
YHR202W,LG+F+I+G4,0.0444,1.0648,,LG+F+I{0.0444}+G4{1.0648}
YBR052C,LG+I+G4,0.0120,1.1241,,LG+I{0.0120}+G4{1.1241}
YLR146C,LG+I+G4,0.0000,0.6420,,LG+I{0.0000}+G4{0.6420}
YGL019W,LG+I+G4,0.0922,1.1078,,LG+I{0.0922}+G4{1.1078}
YIL130W,LG+I+G4,0.0000,0.8835,,LG+I{0.0000}+G4{0.8835}
YGL026C,LG+I+G4,0.1113,0.8183,,LG+I{0.1113}+G4{0.8183}
YBR055C,LG+I+G4,0.1141,0.8945,,LG+I{0.1141}+G4{0.8945}
YJL176C,LG+I+G4,0.0164,2.0944,,LG+I{0.0164}+G4{2.0944}
YFL059W,LG+I+G4,0.1983,0.7078,,LG+I{0.1983}+G4{0.7078}
YPL110C,LG+I+G4,0.0374,0.7083,,LG+I{0.0374}+G4{0.7083}
YBL069W,LG+I+R4,0.0036,,"(0.1111,0.1446) (0.2344,0.4949) (0.4657,1.0374) (0.1851,2.0782)","LG+I{0.0036}+R4{0.1111,0.1446,0.2344,0.4949,0.4657,1.0374,0.1851,2.0782}"
YDR140W,LG+I+G4,0.0857,1.1230,,LG+I{0.0857}+G4{1.1230}
YMR313C,LG+I+G4,0.0544,1.0125,,LG+I{0.0544}+G4{1.0125}
YKL094W,LG+I+R4,0.0000,,"(0.1819,0.1747) (0.2727,0.5760) (0.3139,1.1392) (0.2315,1.9589)","LG+I{0.0000}+R4{0.1819,0.1747,0.2727,0.5760,0.3139,1.1392,0.2315,1.9589}"
YIL013C,LG+I+G4,0.0272,1.0196,,LG+I{0.0272}+G4{1.0196}
YJL187C,LG+I+G4,0.1151,0.8335,,LG+I{0.1151}+G4{0.8335}
YPL218W,LG+I+R4,0.0000,,"(0.3531,0.3679) (0.3220,0.7583) (0.1914,1.3951) (0.1335,2.6880)","LG+I{0.0000}+R4{0.3531,0.3679,0.3220,0.7583,0.1914,1.3951,0.1335,2.6880}"
YBR237W,LG+I+G4,0.1578,0.8604,,LG+I{0.1578}+G4{0.8604}
YHR155W,LG+I+G4,0.0205,1.1836,,LG+I{0.0205}+G4{1.1836}
YBR091C,LG+I+G4,0.1059,1.0160,,LG+I{0.1059}+G4{1.0160}
YOL041C,LG+I+G4,0.1172,0.7221,,LG+I{0.1172}+G4{0.7221}
YGR100W,LG+I+G4,0.0253,1.2675,,LG+I{0.0253}+G4{1.2675}
YPL031C,LG+I+R4,0.0253,,"(0.5958,0.1080) (0.1749,0.9982) (0.1280,2.4073) (0.0761,5.9566)","LG+I{0.0253}+R4{0.5958,0.1080,0.1749,0.9982,0.1280,2.4073,0.0761,5.9566}"
YDR155C,LG+I+R4,0.0000,,"(0.4086,0.0505) (0.2807,0.4666) (0.2368,2.0939) (0.0739,4.7702)","LG+I{0.0000}+R4{0.4086,0.0505,0.2807,0.4666,0.2368,2.0939,0.0739,4.7702}"
YDR159W,LG+F+I+G4,0.0000,1.5300,,LG+F+I{0.0000}+G4{1.5300}
YPL116W,LG+I+G4,0.0779,0.7596,,LG+I{0.0779}+G4{0.7596}
YGL065C,LG+I+G4,0.1103,0.7946,,LG+I{0.1103}+G4{0.7946}
YGL173C,LG+I+G4,0.0966,1.0001,,LG+I{0.0966}+G4{1.0001}
YKL104C,LG+I+G4,0.3015,0.7691,,LG+I{0.3015}+G4{0.7691}
YIR034C,LG+I+G4,0.0000,2.1686,,LG+I{0.0000}+G4{2.1686}
YJL057C,LG+I+G4,0.0000,0.7576,,LG+I{0.0000}+G4{0.7576}
YLR245C,LG+I+G4,0.0000,0.6681,,LG+I{0.0000}+G4{0.6681}
YGR248W,LG+F+I+G4,0.0719,0.8202,,LG+F+I{0.0719}+G4{0.8202}
YOL030W,LG+I+R4,0.0238,,"(0.2685,0.0575) (0.2734,0.4216) (0.2276,1.2876) (0.2066,2.7889)","LG+I{0.0238}+R4{0.2685,0.0575,0.2734,0.4216,0.2276,1.2876,0.2066,2.7889}"
YOR165W,LG+I+G4,0.2269,0.8328,,LG+I{0.2269}+G4{0.8328}
YJR143C,LG+I+R4,0.0000,,"(0.3778,0.0840) (0.2635,0.5833) (0.2661,1.5906) (0.0926,4.2276)","LG+I{0.0000}+R4{0.3778,0.0840,0.2635,0.5833,0.2661,1.5906,0.0926,4.2276}"
YHR154W,LG+I+R4,0.0000,,"(0.1555,0.1533) (0.4450,0.6457) (0.2982,1.2898) (0.1014,3.0015)","LG+I{0.0000}+R4{0.1555,0.1533,0.4450,0.6457,0.2982,1.2898,0.1014,3.0015}"
YPR001W,LG+I+G4,0.1392,0.7901,,LG+I{0.1392}+G4{0.7901}
YOR132W,LG+I+G4,0.0078,1.0086,,LG+I{0.0078}+G4{1.0086}
YNL045W,LG+F+I+R4,0.0000,,"(0.2613,0.0766) (0.2966,0.4218) (0.2267,1.2950) (0.2154,2.6055)","LG+F+I{0.0000}+R4{0.2613,0.0766,0.2966,0.4218,0.2267,1.2950,0.2154,2.6055}"
YLR451W,LG+I+G4,0.2328,0.6061,,LG+I{0.2328}+G4{0.6061}
YIL096C,JTT+F+G4,,2.4399,,JTT+F+G4{2.4399}
YDR429C,LG+I+G4,0.0303,1.5847,,LG+I{0.0303}+G4{1.5847}
YJL001W,LG+I+G4,0.1963,0.8260,,LG+I{0.1963}+G4{0.8260}
YFR038W,LG+I+R4,0.0151,,"(0.2748,0.0629) (0.2308,0.4183) (0.2430,1.1031) (0.2362,2.6161)","LG+I{0.0151}+R4{0.2748,0.0629,0.2308,0.4183,0.2430,1.1031,0.2362,2.6161}"
YCR024C,LG+I+G4,0.0377,1.6994,,LG+I{0.0377}+G4{1.6994}
YPL051W,LG+I+G4,0.0624,0.8544,,LG+I{0.0624}+G4{0.8544}
YFL018C,LG+F+I+G4,0.1149,0.7686,,LG+F+I{0.1149}+G4{0.7686}
YHR008C,LG+I+R3,0.0003,,"(0.5509,0.3402) (0.2426,0.8811) (0.2062,2.9040)","LG+I{0.0003}+R3{0.5509,0.3402,0.2426,0.8811,0.2062,2.9040}"
YOR007C,LG+I+G4,0.0000,1.8100,,LG+I{0.0000}+G4{1.8100}
YBR227C,LG+I+R4,0.0000,,"(0.4026,0.1327) (0.3296,0.6825) (0.1303,1.7910) (0.1375,3.5502)","LG+I{0.0000}+R4{0.4026,0.1327,0.3296,0.6825,0.1303,1.7910,0.1375,3.5502}"
YLL006W,LG+I+G4,0.0098,1.0500,,LG+I{0.0098}+G4{1.0500}
YPR062W,LG+I+R4,0.0000,,"(0.4636,0.1459) (0.3429,1.0045) (0.1425,2.4374) (0.0509,4.7258)","LG+I{0.0000}+R4{0.4636,0.1459,0.3429,1.0045,0.1425,2.4374,0.0509,4.7258}"
YMR041C,LG+F+I+G4,0.0116,0.8279,,LG+F+I{0.0116}+G4{0.8279}
YJL036W,LG+I+G4,0.0000,1.0026,,LG+I{0.0000}+G4{1.0026}
YHR030C,LG+I+G4,0.0789,0.7021,,LG+I{0.0789}+G4{0.7021}
YAL040C,LG+I+R4,0.0000,,"(0.2276,0.1872) (0.3900,0.5930) (0.2883,1.4511) (0.0941,3.2695)","LG+I{0.0000}+R4{0.2276,0.1872,0.3900,0.5930,0.2883,1.4511,0.0941,3.2695}"
YJL033W,LG+I+R4,0.0198,,"(0.3631,0.0765) (0.2580,0.5580) (0.2363,1.6503) (0.1228,3.5688)","LG+I{0.0198}+R4{0.3631,0.0765,0.2580,0.5580,0.2363,1.6503,0.1228,3.5688}"
YCR014C,LG+I+G4,0.0000,1.2847,,LG+I{0.0000}+G4{1.2847}
YJR035W,LG+I+G4,0.2571,0.6625,,LG+I{0.2571}+G4{0.6625}
YIR026C,LG+I+R4,0.0000,,"(0.0705,0.1248) (0.3785,0.4888) (0.3479,1.0730) (0.2031,2.1312)","LG+I{0.0000}+R4{0.0705,0.1248,0.3785,0.4888,0.3479,1.0730,0.2031,2.1312}"
YPR060C,LG+I+R4,0.0000,,"(0.3912,0.0900) (0.2450,0.7399) (0.2309,1.5661) (0.1329,3.1751)","LG+I{0.0000}+R4{0.3912,0.0900,0.2450,0.7399,0.2309,1.5661,0.1329,3.1751}"
YJL072C,LG+I+G4,0.0738,1.8722,,LG+I{0.0738}+G4{1.8722}
YJL109C,LG+I+G4,0.0199,0.9719,,LG+I{0.0199}+G4{0.9719}
YJL110C,LG+I+G4,0.5580,0.8756,,LG+I{0.5580}+G4{0.8756}
YDL010W,LG+F+I+G4,0.0000,1.0488,,LG+F+I{0.0000}+G4{1.0488}
YDR326C,LG+I+G4,0.0000,1.8004,,LG+I{0.0000}+G4{1.8004}
YEL037C,LG+I+G4,0.0367,1.3268,,LG+I{0.0367}+G4{1.3268}
YKL190W,LG+I+G4,0.0000,0.7393,,LG+I{0.0000}+G4{0.7393}
YOR080W,LG+I+G4,0.0000,2.0358,,LG+I{0.0000}+G4{2.0358}
YDL168W,LG+I+R4,0.0000,,"(0.0904,0.3507) (0.4947,0.7624) (0.3094,1.0567) (0.1055,2.5040)","LG+I{0.0000}+R4{0.0904,0.3507,0.4947,0.7624,0.3094,1.0567,0.1055,2.5040}"
YKR089C,LG+I+G4,0.0422,0.6956,,LG+I{0.0422}+G4{0.6956}
YBR160W,LG+I+G4,0.2751,0.6820,,LG+I{0.2751}+G4{0.6820}
YNL148C,LG+I+R4,0.0047,,"(0.0842,0.0816) (0.3617,0.3779) (0.2165,0.9916) (0.3330,1.9275)","LG+I{0.0047}+R4{0.0842,0.0816,0.3617,0.3779,0.2165,0.9916,0.3330,1.9275}"
YER122C,LG+I+G4,0.0906,0.7498,,LG+I{0.0906}+G4{0.7498}
YAL023C,LG+I+R4,0.0080,,"(0.2415,0.0408) (0.2596,0.4034) (0.2336,1.0276) (0.2573,2.5079)","LG+I{0.0080}+R4{0.2415,0.0408,0.2596,0.4034,0.2336,1.0276,0.2573,2.5079}"
YLR253W,LG+I+R4,0.0000,,"(0.4478,0.1107) (0.2551,0.6740) (0.1992,1.8668) (0.0979,4.1542)","LG+I{0.0000}+R4{0.4478,0.1107,0.2551,0.6740,0.1992,1.8668,0.0979,4.1542}"
YGR172C,LG+F+I+G4,0.0938,0.7995,,LG+F+I{0.0938}+G4{0.7995}
YLR377C,LG+I+R4,0.0166,,"(0.5627,0.1314) (0.2267,0.8657) (0.1178,2.3710) (0.0762,5.9124)","LG+I{0.0166}+R4{0.5627,0.1314,0.2267,0.8657,0.1178,2.3710,0.0762,5.9124}"
YCR037C,LG+I+G4,0.0537,0.7516,,LG+I{0.0537}+G4{0.7516}
YMR287C,LG+F+I+R4,0.0026,,"(0.1417,0.0779) (0.1671,0.3517) (0.2580,0.7642) (0.4307,1.7021)","LG+F+I{0.0026}+R4{0.1417,0.0779,0.1671,0.3517,0.2580,0.7642,0.4307,1.7021}"
YDR314C,LG+I+G4,0.0000,3.2974,,LG+I{0.0000}+G4{3.2974}
YBR150C,LG+I+G4,0.0000,0.8246,,LG+I{0.0000}+G4{0.8246}
YGR118W,LG+I+R2,0.0238,,"(0.7616,0.3318) (0.2146,3.4826)","LG+I{0.0238}+R2{0.7616,0.3318,0.2146,3.4826}"
YCR107W,LG+I+G4,0.1146,1.3723,,LG+I{0.1146}+G4{1.3723}
YJR138W,LG+F+I+G4,0.0263,1.0576,,LG+F+I{0.0263}+G4{1.0576}
YDR041W,LG+I+R4,0.0000,,"(0.1082,0.0641) (0.2662,0.4792) (0.4655,1.1232) (0.1601,2.1405)","LG+I{0.0000}+R4{0.1082,0.0641,0.2662,0.4792,0.4655,1.1232,0.1601,2.1405}"
YMR138W,LG+I+G4,0.0818,0.8102,,LG+I{0.0818}+G4{0.8102}
YMR215W,LG+I+G4,0.1101,0.9016,,LG+I{0.1101}+G4{0.9016}
YIL113W,LG+F+I+G4,0.0000,1.6063,,LG+F+I{0.0000}+G4{1.6063}
YEL041W,LG+I+G4,0.0600,0.8193,,LG+I{0.0600}+G4{0.8193}
YDR378C,LG+I+G4,0.0000,0.8603,,LG+I{0.0000}+G4{0.8603}
YOR176W,LG+I+G4,0.0911,0.7766,,LG+I{0.0911}+G4{0.7766}
YNL072W,LG+I+G4,0.2342,0.8430,,LG+I{0.2342}+G4{0.8430}
YHR027C,LG+I+G4,0.1513,0.6601,,LG+I{0.1513}+G4{0.6601}
YNL071W,LG+I+G4,0.2585,0.8399,,LG+I{0.2585}+G4{0.8399}
YBR164C,LG+I+G4,0.3694,0.6287,,LG+I{0.3694}+G4{0.6287}
YJR017C,LG+I+G4,0.1200,2.2773,,LG+I{0.1200}+G4{2.2773}
YLR189C,LG+I+G4,0.0173,1.2832,,LG+I{0.0173}+G4{1.2832}
YML101C,LG+I+G4,0.0000,0.7856,,LG+I{0.0000}+G4{0.7856}
YPR179C,LG+F+I+R4,0.0000,,"(0.1431,0.1778) (0.3876,0.5491) (0.2604,1.1615) (0.2089,2.1989)","LG+F+I{0.0000}+R4{0.1431,0.1778,0.3876,0.5491,0.2604,1.1615,0.2089,2.1989}"
YBR025C,LG+I+G4,0.1080,0.8306,,LG+I{0.1080}+G4{0.8306}
YDL240W,LG+I+G4,0.0341,0.9039,,LG+I{0.0341}+G4{0.9039}
YCR071C,LG+F+I+G4,0.0032,1.0204,,LG+F+I{0.0032}+G4{1.0204}
YLR001C,LG+I+G4,0.0000,0.9238,,LG+I{0.0000}+G4{0.9238}
YKR071C,LG+F+I+G4,0.0000,1.5214,,LG+F+I{0.0000}+G4{1.5214}
YOL026C,LG+I+G4,0.0001,0.4323,,LG+I{0.0001}+G4{0.4323}
YPR086W,LG+I+G4,0.2305,0.9153,,LG+I{0.2305}+G4{0.9153}
YBR235W,LG+F+I+G4,0.1455,0.7581,,LG+F+I{0.1455}+G4{0.7581}
YGR092W,LG+I+R4,0.0047,,"(0.5899,0.1652) (0.2495,0.9095) (0.1175,2.8803) (0.0384,8.7818)","LG+I{0.0047}+R4{0.5899,0.1652,0.2495,0.9095,0.1175,2.8803,0.0384,8.7818}"
YNR043W,LG+I+G4,0.3047,0.6081,,LG+I{0.3047}+G4{0.6081}
YDR304C,LG+I+G4,0.2208,0.8159,,LG+I{0.2208}+G4{0.8159}
YGL094C,LG+F+I+R4,0.0000,,"(0.0826,0.1124) (0.2235,0.3751) (0.3601,0.8771) (0.3339,1.7703)","LG+F+I{0.0000}+R4{0.0826,0.1124,0.2235,0.3751,0.3601,0.8771,0.3339,1.7703}"
YDL155W,LG+I+G4,0.0683,1.0159,,LG+I{0.0683}+G4{1.0159}
YGL143C,LG+F+I+G4,0.0168,1.5446,,LG+F+I{0.0168}+G4{1.5446}
YOR303W,LG+I+G4,0.2391,0.7826,,LG+I{0.2391}+G4{0.7826}
YCR035C,LG+I+G4,0.0000,1.7117,,LG+I{0.0000}+G4{1.7117}
YNL299W,LG+I+G4,0.0569,0.8761,,LG+I{0.0569}+G4{0.8761}
YBL035C,LG+F+I+G4,0.0102,1.2090,,LG+F+I{0.0102}+G4{1.2090}
YOR336W,LG+F+I+R4,0.0000,,"(0.0378,0.0609) (0.3110,0.5136) (0.3482,0.9449) (0.3029,1.6799)","LG+F+I{0.0000}+R4{0.0378,0.0609,0.3110,0.5136,0.3482,0.9449,0.3029,1.6799}"
YBR297W,JTT+G4,,0.9113,,JTT+G4{0.9113}
YPR161C,LG+I+G4,0.0926,0.8327,,LG+I{0.0926}+G4{0.8327}
YDR443C,LG+F+I+R4,0.0031,,"(0.0871,0.1835) (0.2563,0.4711) (0.3735,0.9116) (0.2800,1.8672)","LG+F+I{0.0031}+R4{0.0871,0.1835,0.2563,0.4711,0.3735,0.9116,0.2800,1.8672}"
YEL060C,LG+I+R4,0.0045,,"(0.1991,0.1292) (0.1818,0.4941) (0.2783,1.1040) (0.3363,1.7162)","LG+I{0.0045}+R4{0.1991,0.1292,0.1818,0.4941,0.2783,1.1040,0.3363,1.7162}"
YJL197W,LG+I+G4,0.0000,2.7110,,LG+I{0.0000}+G4{2.7110}
